,id,symbol,name,platform type,contract address
259,adelphoi,adl,Adelphoi,ethereum,0x660e71483785f66133548b10f6926dc332b06e61
260,adex,adx,AdEx,ethereum,"0xade00c28244d5ce17d72e40330b1c318cd12b7c3, polygon-pos 0xdda7b23d2d72746663e7939743f929a3d85fc975"
261,ad-flex-token,adf,Ad Flex Token,ethereum,0x7220e92d418e2eb59d0c25d195fa004bfd3afc42
262,aditus,adi,Aditus,ethereum,0x8810c63470d38639954c6b41aac545848c46484a
263,adshares,ads,Adshares,ethereum,"0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a, binance-smart-chain 0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a"
264,adtoken,adt,adToken,ethereum,0xd0d6d6c5fe4a677d343cc433536bb717bae167dd
265,advanced-internet-block,aib,Advanced Integrated Blocks,,
266,adventure-token,twa,Adventure Token,ethereum,0xa2ef2757d2ed560c9e3758d1946d7bcccbd5a7fe
267,advertise-coin,adco,Advertise Coin,ethereum,0xb6c3dc857845a713d3531cea5ac546f6767992f4
268,advertisingcoin,advc,Advertisingcoin,ethereum,0xf8d1254fc324d2e75a5a37f5bd4ca34a20ef460d
269,adzcoin,adz,Adzcoin,,
270,aegis,ags,Aegis,ethereum,0xdb2f2bcce3efa95eda95a233af45f3e0d4f00e2a
271,aelf,elf,aelf,ethereum,0xbf2179859fc6d5bee9bf9158632dc51678a4100e
272,aelysir,ael,Aelysir,ethereum,0x0405be40241a2f7822c33c5a3eee238bf2973ba3
273,aeneas,ash,Aeneas,,
274,aen-smart-token,aens,AEN Smart Token,ethereum,0xd38de88687172bde440755b5237987e4a87c23a7
275,aeon,aeon,Aeon,,
276,aerdrop,aer,Aerdrop,binance-smart-chain,0x1a6c2c3c52cd3cc21db2b8f2b331ca9c4780f1ee
277,aergo,aergo,Aergo,ethereum,0x91af0fbb28aba7e31403cb457106ce79397fd4e6
278,aeron,arnx,Aeron,ethereum,0x0c37bcf456bc661c14d596683325623076d7e283
279,aerotoken,aet,AEROTOKEN,ethereum,0x8c9e4cf756b9d01d791b95bc2d0913ef2bf03784
280,aeryus,aer,Aeryus,ethereum,0xac4d22e40bf0b8ef4750a99ed4e935b99a42685e
281,aeternity,ae,Aeternity,ethereum,0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d
282,aeur,aeur,AEUR,ardor,
283,aevo,aevo,Always Evolving,,
284,aezora,azr,Aezora,qtum,
285,afen-blockchain,afen,AFEN Blockchain,binance-smart-chain,0xd0840d5f67206f865aee7cce075bd4484cd3cc81
286,afin-coin,afin,Asian Fintech,ethereum,0xee9e5eff401ee921b138490d00ca8d1f13f67a72
287,africa-to-mars,atm,Africa To Mars,ethereum,0x9b91ef0d78488c5ef4c509eb7a73f7d8ca650ce4
288,africa-trading-chain,att,Africa Trading Chain,tron,TVwXxvyYawS21PT1B7XZxBZCMbQZLUENoE
289,africunia-bank,afcash,AFRICUNIA BANK,ethereum,0xb8a5dba52fe8a0dd737bf15ea5043cea30c7e30b
290,afro,afro,Afro,,
291,afrodex,afrox,AfroDex,ethereum,0x08130635368aa28b217a4dfb68e1bf8dc525621c
292,afrodex-labs-token,afdlt,AfroDex Labs Token,ethereum,0xd8a8843b0a5aba6b030e92b3f4d669fad8a5be50
293,aga-rewards,edc,Edcoin,ethereum,0x9d5963ba32e877871dff3e2e697283dc64066271
294,aga-rewards-2,agar,AGA Rewards,ethereum,"0xb453f1f2ee776daf2586501361c457db70e1ca0f, binance-smart-chain 0x4ec16da4c9007462de151c0da9f5426c69978a7b, polygon-pos 0xf84bd51eab957c2e7b7d646a3427c5a50848281d"
295,aga-token,aga,AGA Token,ethereum,"0x2d80f5f5328fdcb6eceb7cacf5dd8aedaec94e20, binance-smart-chain 0x976e33b07565b0c05b08b2e13affd3113e3d178d, polygon-pos 0x033d942a6b495c4071083f4cde1f17e986fe856c"
296,agavecoin,agvc,AgaveCoin,ethereum,0x8b79656fc38a04044e495e22fad747126ca305c4
297,agave-token,agve,Agave Token,xdai,0x3a97704a1b25f08aa230ae53b352e2e72ef52843
298,agenor,age,Agenor,,
299,aggregator-network,aggt,Aggregator Network,ethereum,0x8028a34ec63678bcb64325f805449beba98c28a8
300,agoras,agrs,Agoras Token,ethereum,0x738865301a9b7dd80dc3666dd48cf034ec42bdda
301,agouti,agu,Agouti,,
302,agrello,dlt,Agrello,ethereum,0x07e3c70653548b04f0a75970c1f81b4cbbfb606f
303,agricoin,AGN,Agricoin,,
304,agricultural-trade-chain,aat,Agricultural Trade Chain,ethereum,0x9f31fab2405dfba05a487ebce88f3abd26f1cba6
305,agrinovuscoin,agri,AgriNovusCoin,,
306,agrolot,aglt,AGROLOT,ethereum,0x72c9fb7ed19d3ce51cea5c56b3e023cd918baadf
307,ahatoken,aht,AhaToken,,
308,aiascoin,aias,AIAScoin,,
309,aichain,ait,AICHAIN,ethereum,0x79650799e7899a802cb96c0bc33a6a8d4ce4936c
310,aicon,aico,Aicon,ethereum,0xe7fb3559358a99df54466d0350e4ad6dc7093da3
311,aidcoin,aid,AidCoin,ethereum,0x37e8789bb9996cac9156cd5f5fd32599e6b91289
312,ai-doctor,aidoc,AI Doctor,ethereum,0x584b44853680ee34a0f337b712a8f66d816df151
313,aidos-kuneen,adk,Aidos Kuneen,,
314,aidus,aidus,AIDUS Token,ethereum,0xa957045a12d270e2ee0dca9a3340c340e05d4670
315,ailink-token,ali,AiLink Token,ethereum,0x4289c043a12392f1027307fb58272d8ebd853912
316,ai-mining,aim,AI Mining,ethereum,0x53352e7d6620cc931c0c9318166ae2a92c1a4666
317,ai-network,ain,AI Network,ethereum,0x3a810ff7211b40c4fa76205a14efe161615d0385
318,ainori,ain,Ainori,binance-smart-chain,0x7ce4accd9bb261508abd20b134d6278902369057
319,aion,aion,Aion,,
320,aioz-network,aioz,AIOZ Network,ethereum,"0x626e8036deb333b408be468f951bdb42433cbf18, binance-smart-chain 0x33d08d8c7a168333a85285a68c0042b39fc3741d, polygon-pos 0xe2341718c6c0cbfa8e6686102dd8fbf4047a9e9b"
321,ai-predicting-ecosystem,aipe,AI Prediction Ecosystem,ethereum,0x44e4963f9012e7a7aeee05b7f2caae3419557aea
322,airbloc-protocol,abl,Airbloc,ethereum,0xf8b358b3397a8ea5464f8cc753645d42e14b79ea
323,aircoins,airx,Aircoins,ethereum,"0x8cb1d155a5a1d5d667611b7710920fd9d1cd727f, binance-smart-chain 0x6fb05b156788e88c8ad1e057e729362ff8c39d93"
324,airdrop-world,awt,Airdrop World,binance-smart-chain,0x10e73d296fb247dc6c5f134b7dc2aa3583a9e3b0
325,airswap,ast,AirSwap,ethereum,0x27054b13b1b798b345b591a4d22e6562d47ea75a
326,aisf,agt,AISF,ethereum,0x8d2fab1ff34f1c545673a816f1438b02d0a2e32d
327,aitheon,acu,Aitheon,ethereum,0xd536bbd5414a8c2beed82a63737b9327d2fa35a6
328,aitra,aitra,AITRA,,
329,aiwork,awo,AiWork,ethereum,0x68c85b9f78f30a0df5ac5723e4e700037f185415
330,akash-network,akt,Akash Network,,
331,akikcoin,akc,Akikcoin,,
332,akita-inu,akita,Akita Inu,ethereum,0x3301ee63fb29f863f2333bd4466acb46cd8323e6
333,akoin,akn,Akoin,stellar,
334,akroma,aka,Akroma,,
335,akropolis,akro,Akropolis,ethereum,"0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7, polygon-pos 0xd8a2b5ed27d57d003962032ea78f3738ff5617a8"
336,akropolis-delphi,adel,Delphi,ethereum,0x94d863173ee77439e4292284ff13fad54b3ba182
337,alacrity,alr,Alacrity,tron,TRpsDNYpxRW9URtPU1h5XTXLNHgtQNy3dz
338,aladiex,ala,Aladiex,ethereum,0x564f45b6bb68aded8b660a0d8a0a948dd6d6e4e8
339,alaska-inu,las,Alaska Inu,binance-smart-chain,0x735ebe3ed47877a11023b904054a0ffe44e91ab7
340,alaya,atp,Alaya,,
341,albos,alb,Albos,ethereum,0xf3e70642c28f3f707408c56624c2f30ea9f9fce3
342,alchemint,sds,Alchemint,neo,6fad54d8cc692fc808fd97a207836a846c217705
343,alchemist,mist,Alchemist,ethereum,0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab
344,alchemist-defi-aurum,aurum,Alchemist DeFi Aurum,binance-smart-chain,0x49207baa3a7332f0716788aa57b088d499bcc104
345,alchemist-defi-mist,mist,Alchemist DeFi Mist,binance-smart-chain,0x6f8fe12cc34398d15b7d5a5ba933e550da1d099f
346,alchemix,alcx,Alchemix,ethereum,"0xdbdb4d16eda451d0503b854cf79d55697f90c8df, polygon-pos 0x95c300e7740d2a88a44124b424bfc1cb2f9c3b89"
347,alchemix-usd,alusd,Alchemix USD,ethereum,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9
348,alchemy-dao,alch,AlchemyDAO,ethereum,"0x0000a1c00009a619684135b824ba02f7fbf3a572, polygon-pos 0x87b078cf94b188efb9d2208cae47a66ea7fea09a"
349,alchemy-pay,ach,Alchemy Pay,ethereum,0xed04915c23f00a313a544955524eb7dbd823143d
350,aleph,aleph,Aleph.im,ethereum,"0x27702a26126e0b3702af63ee09ac4d1a084ef628, polygon-pos 0x82dcf1df86ada26b2dcd9ba6334cedb8c2448e9e"
351,alex,alex,Alex,ethereum,0x8ba6dcc667d3ff64c1a2123ce72ff5f0199e5315
352,algoil,agol,AlgOil,ethereum,0x2fcee080ceb4ff95fcdc8a03052cd85e51ecc69c
353,algopainter,algop,AlgoPainter,binance-smart-chain,0xbee554dbbc677eb9fb711f5e939a2f2302598c75
354,algorand,algo,Algorand,,
355,algory,alg,Algory,ethereum,0x16b0a1a87ae8af5c792fabc429c4fe248834842b
356,algovest,avs,AlgoVest,ethereum,0x94d916873b22c9c1b53695f1c002f78537b9b3b2
357,alibabacoin,abbc,ABBC,,
358,alien-worlds,tlm,Alien Worlds,ethereum,0x888888848b652b3e3a0f34c96e00eec0f3a23f72
359,alien-worlds-bsc,tlm,Alien Worlds (BSC),binance-smart-chain,0x2222227e22102fe3322098e4cbfe18cfebd57c95
360,alis,alis,ALIS,ethereum,0xea610b1153477720748dc13ed378003941d84fab
361,alium-swap,alm,Alium Swap,binance-smart-chain,0x7c38870e93a1f959cb6c533eb10bbc3e438aac11
362,all-best-ico,allbi,ALL BEST ICO,ethereum,0xf4e447c390167e5a17a95ab2475b71d4ea785200
363,alldex-alliance,axa,Alldex Alliance,ethereum,0xf8ed6c51762208ff26f8f3e4efd4e06af2da649c
364,all-for-one-business,afo,All For One Business,,
365,allianceblock,albt,AllianceBlock,ethereum,0x00a8b738e453ffd858a7edf03bccfe20412f0eb0
366,alliance-cargo-direct,acd,Alliance Cargo Direct,ethereum,0xe45fc4290fd3159588f532058592ea327d2e97d4
367,alliance-fan-token,all,Alliance Fan Token,,
368,alliance-x-trading,axt,Alliance X Trading,eos,
369,alligator-fractal-set,gator,Alligator + Fractal Set,ethereum,0xf5c0e24aca5217bcbae662871cae1a86873f02db
370,allium-finance,alm,Allium Finance,binance-smart-chain,0x7ac8a920cf1f7e7cc4f698c9c5cbc1e26f604790
371,allive,alv,Allive,,
372,all-me,me,All.me,ethereum,0x47140a767a861f7a1f3b0dd22a2f463421c28814
373,allohash,alh,AlloHash,ethereum,0x4c6719bf85903d18c295da44216f862b01b36f43
374,alloy-project,xao,Alloy Project,,
375,allsafe,asafe,AllSafe,,
376,all-sports,soc,All Sports,ethereum,0x2d0e95bd4795d7ace0da3c0ff7b706a5970eb9d3
377,ally,aly,Ally,ethereum,0xf2cdf38e24738ba379ffa38d47bc88a941df5627
378,almace-shards,almx,Almace Shards,ethereum,0x25a3dcabbf0070cb8e5baaa62d576cf6643afb5b
379,aloha,aloha,Aloha,ethereum,"0x455f7ef6d8bcfc35f9337e85aee1b0600a59fabe, polygon-pos 0x60ac2e84078ce30cbc68e3d7b18bcf613271ce6b"
380,alpaca,alpa,Alpaca City,ethereum,"0x7ca4408137eb639570f8e647d9bd7b7e8717514a, binance-smart-chain 0xc5e6689c9c8b02be7c49912ef19e79cf24977f03"
381,alpaca-finance,alpaca,Alpaca Finance,binance-smart-chain,0x8f0528ce5ef7b51152a59745befdd91d97091d2f
382,alp-coin,alp,ALP Coin,ethereum,0x37d6e7f287200c740012747d2a79295caed2db35
383,alpha5,a5t,Alpha5,ethereum,0xe8272210954ea85de6d2ae739806ab593b5d9c51
384,alphacat,acat,Alphacat,neo,7f86d61ff377f1b12e589a5907152b57e2ad9a7a
385,alpha-coin,apc,Alpha Coin,ethereum,0x15bda08c3afbf5955d6e9b235fd55a1fd0dbc829
386,alphadex,dex,AlphaDex,ethereum,"0x3516415161c478df10adbb8bb884cc83fbd5f11a, polygon-pos 0x7120441ad773a6704d13dac8d8ccfe94da9afc9b"
387,alpha-finance,alpha,Alpha Finance,ethereum,"0xa1faa113cbe53436df28ff0aee54275c13b40975, binance-smart-chain 0xa1faa113cbe53436df28ff0aee54275c13b40975"
388,alphalink,ank,AlphaLink,tron,TCsxTt938mi536b4PMweLK4y4EJUjzL574
389,alpha-platform,a,Alpha Token,ethereum,0xffc63b9146967a1ba33066fb057ee3722221acf0
390,alpha-quark-token,aqt,Alpha Quark Token,ethereum,0x2a9bdcff37ab68b95a53435adfd8892e86084f93
391,alphr,alphr,Alphr,ethereum,0xaa99199d1e9644b588796f3215089878440d58e0
392,alqo,xlq,ALQO,,
393,alrightcoin,alc,AlrightCoin,ethereum,0x95d82ba91256db995c80bed690d0a779191af62b
394,altbet,abet,Altbet,,
395,altcommunity-coin,altom,ALTOM,,
396,alt-estate,alt,AltEstate Token,ethereum,0x419b8ed155180a8c9c64145e76dad49c0a4efb97
397,altmarkets-coin,altm,Altmarkets Coin,,
398,altura,alu,Altura,binance-smart-chain,0x8263cd1601fe73c066bf49cc09841f35348e3be0
399,aludra-network,ald,Aludra Network,ethereum,0xb339fca531367067e98d7c4f9303ffeadff7b881
400,aluna,aln,Aluna,ethereum,0x8185bc4757572da2a610f887561c32298f1a5748
401,amaten,ama,Amaten,ethereum,0x2509ee05b8df07ec75046e24bbf1cfcdb8b2a183
402,amazonacoin,amz,AmazonasCoin,,
403,amber,amb,Ambrosus,ethereum,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce
404,amepay,ame,Amepay,ethereum,0x12513335ffd5dafc2334e98625d27c1ca84bff86
405,american-akita,uskita,American Akita,ethereum,0xc18e7a03f8986798323658dd8645f93aa79ac5c9
406,americanhorror-finance,AHF,AmericanHorror.Finance,ethereum,0xd6d3608f2d770d0a8d0da62d7afe21ea1da86d9c
407,american-shiba,ushiba,American Shiba,ethereum,0xb893a8049f250b57efa8c62d51527a22404d7c9a
408,amino-network,amio,Amino Network,ethereum,0x2e68dfb3f50ea302c88f8db74096d57565d9970a
409,amis,amis,AMIS,ethereum,0x949bed886c739f1a3273629b3320db0c5024c719
410,amix,amix,AMIX,ethereum,0x564393b8d6deaea8f3d739a3f6d9b441d8ee6198
411,ammbr,amr,Ammbr,ethereum,0xd3fb5cabd07c85395667f83d20b080642bde66c7
412,ammyi-coin,ami,AMMYI Coin,ethereum,0x72c14bc8e28f18e91a2e9551802d3fb2cb80e712
413,amo,amo,AMO Coin,ethereum,0x38c87aa89b2b8cd9b95b736e1fa7b612ea972169
414,amon,amn,Amon,ethereum,0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c
415,amond,amon,AmonD,ethereum,0x00059ae69c1622a7542edc15e8d17b060fe307b6
416,amoveo,veo,Amoveo,,
417,ampleforth,ampl,Ampleforth,ethereum,"0xd46ba6d942050d489dbd938a2c909a5d5039a161, harmony-shard-0 0xf2f5bf00cd952f3f980a02f5dce278cbff4dae05"
418,ampleforth-governance-token,forth,Ampleforth Governance Token,ethereum,"0x77fba179c79de5b7653f68b5039af940ada60ce0, polygon-pos 0x5ecba59dacc1adc5bdea35f38a732823fc3de977"
419,ampnet,aapx,AMPnet,ethereum,"0xbfd815347d024f449886c171f78fa5b8e6790811, polygon-pos 0x3fc8bd9b0d8054cbdc174c4ed4b41a95d3c6a427"
420,amp-token,amp,Amp,ethereum,"0xff20817765cb7f73d4bde2e66e067e58d11095c2, polygon-pos 0x0621d647cecbfb64b79e44302c1933cb4f27054d"
421,amsterdamcoin,ams,AmsterdamCoin,,
422,amz-coin,amz,AMZ Coin,eos,
423,anchor,anct,Anchor,ethereum,0x5456bc77dd275c45c3c15f0cf936b763cf57c3b5
424,anchor-neural-world-token,anw,Anchor Neural World Token,ethereum,0x7dbdd9dafdc4c1c03d67925a4f85daa398af32b0
425,anchor-protocol,anc,Anchor Protocol,terra,"terra14z56l0fp2lsf86zy3hty2z47ezkhnthtr9yq76, ethereum 0x0f3adc247e91c3c50bc08721355a41037e89bc20"
426,andes-coin,andes,AndesCoin,,
427,android-chain,adc,Android chain,ethereum,0x1e41a55030e0d0794abfb6dced22e6c7d18d8247
428,animal-adoption-advocacy,paws,Animal Adoption Advocacy,binance-smart-chain,0x066fc8dd5955534a01a9f892314c9b01b59a9c11
429,animalitycoin,anty,AnimalityCoin,,
430,animecoin,ani,Animecoin,,
431,anime-token,ani,Anime Token,binance-smart-chain,0xac472d0eed2b8a2f57a6e304ea7ebd8e88d1d36f
432,anj,anj,Aragon Court,ethereum,0xcd62b1c403fa761baadfc74c525ce2b51780b184
433,ankr,ankr,Ankr,ethereum,"0x8290333cef9e6d528dd5618fb97a76f268f3edd4, polygon-pos 0x101a023270368c0d50bffb62780f4afd4ea79c35"
434,ankreth,aeth,ankrETH,ethereum,"0xe95a203b1a91a908f9b9ce46459d101078c2c3cb, polygon-pos 0xc4e82ba0fe6763cbe5e9cbca0ba7cbd6f91c6018"
435,anon,anon,ANON,,
436,anoncoin,anc,Anoncoin,,
437,anonymous-bsc,anon,Anonymous BSC,binance-smart-chain,0xfd78aaed1e3f2d06dbde9510c6dc14112eca896d
438,anonymous-coin,amc,Anonymous Coin,ethereum,0x9e5a64943f9f48463f07cc0578bbf9e2e67f0f61
439,anrkey-x,$anrx,AnRKey X,ethereum,"0xcae72a7a0fd9046cf6b165ca54c9e3a3872109e0, polygon-pos 0x554f074d9ccda8f483d1812d4874cbebd682644e"
440,ans-crypto-coin,ans,ANS Crypto Coin,waves,6hTRWVfibX1BmDveEtZtDZLJNWzAbDx19pky4stNM1D1
441,answer-governance,agov,Answer Governance,ethereum,0xc1ad269f10bf36d6972ee30827051b59d0d2456b
442,antcoin,ant,ANTcoin,binance-smart-chain,0x43f3918ff115081cfbfb256a5bde1e8d181f2907
443,antiample,xamp,Antiample,ethereum,0xf911a7ec46a2c6fa49193212fe4a2a9b95851c27
444,anti-fraud-chain,afc,Anti-Fraud Chain,ethereum,0x14dffd4f515d4c43493c6c512c78fbc59a8af254
445,anti-lockdown,free,Anti-Lockdown,ethereum,0xc2bd7a597391f31d2e36c2cb769fce0e5bd6d482
446,antimatter,matter,AntiMatter,ethereum,"0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f, binance-smart-chain 0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f, huobi-token 0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f"
447,antimony,atmn,Antimony,,
448,antique-zombie-shards,zomb,Antique Zombie Shards,ethereum,0x78175901e9b04090bf3b3d3cb7f91ca986fb1af6
449,antra,antr,Antra,,
450,any-blocknet,ablock,ANY Blocknet,ethereum,0xe692c8d72bd4ac7764090d54842a305546dd1de5
451,anysale,sale,AnySale,ethereum,0xc28a4162e3cc1838bad6dfaec83d57a0d62c80f3
452,anyswap,any,Anyswap,ethereum,0xf99d58e463a2e07e5692127302c20a191861b4d6
453,aos,aos,AOS,,
454,ap3-town,ap3,AP3.town,binance-smart-chain,0xe459c0b11c62e3fd83da52537bd6191b56ab1b5a
455,apecoin,ape,APEcoin,binance-smart-chain,0xa9ea4b786ee5b7a733c035564bfd9341a4c9fc1e
456,apehaven,apes,ApeHaven,ethereum,0x14dd7ebe6cb084cb73ef377e115554d47dc9d61e
457,apenft,nft,APENFT,ethereum,"0xef40b859d21e4d566a3d713e756197c021bffaaa, tron TFczxzPhnThNSqr5by8tvxsdCFRRz6cPNq"
458,ape-punk,ape$,APE Punk,ethereum,0x26ea1f595f6567b7050fbba24f6a66e19db4d560
459,apeswap-finance,banana,ApeSwap Finance,binance-smart-chain,0x603c7f932ed1fc6575303d8fb018fdcbb0f39a95
460,ape-token,apet,Ape Token,binance-smart-chain,0x196dc2421af765c2673fc6093fb1374b28064270
461,ape-tools,nana,Ape Tools,binance-smart-chain,0x355ad7abb7bdd53bec94c068f3abbcb2e2571d0d
462,apeusd-aave-synthetic-usd-dec-2021,apeUSD-AAVE-DEC21,apeUSD-AAVE Synthetic USD (Dec 2021),ethereum,0xec6a5d88bf56fd3f96957ae65916c69f29db35c5
463,apeusd-link-synthetic-usd-dec-2021,apeUSD-LINK-DEC21,apeUSD-LINK Synthetic USD (Dec 2021),ethereum,0x0f775ad69e3c93d599d3315a130bd82a0cdda397
464,apeusd-snx-synthetic-usd-dec-2021,apeUSD-SNX-DEC21,apeUSD-SNX Synthetic USD (Dec 2021),ethereum,0x5c6af72cbd740b90528c8fe226125413b6bd7e5a
465,apeusd-uma-synthetic-usd-dec-2021,apeUSD-UMA-DEC21,apeUSD-UMA Synthetic USD (Dec 2021),ethereum,0xfa5e27893aee4805283d86e4283da64f8c72dd56
466,apeusd-uni-synthetic-usd-dec-2021,apeUSD-UNI-DEC21,apeUSD-UNI Synthetic USD (Dec 2021),ethereum,0xfbb6b34dd77274a06ea2e5462a5e0b9e23ce478e
467,apex-army,apex,APEx Army,binance-smart-chain,0x537fa04fd9f6438f536d9b3413b7570a8bbc6880
468,apexel-natural-nano,ann,Apexel Natural Nano,ethereum,0x2d48d03ff3389cc3546931efdff2799017f3420c
469,apholding-coin,aph,APHolding Coin,,
470,api3,api3,API3,ethereum,"0x0b38210ea11411557c13457d4da7dc6ea731b88a, polygon-pos 0x45c27821e80f8789b60fd8b600c73815d34dda6c"
471,apiary-fund-coin,afc,Apiary Fund Coin,ethereum,0xf576ff0d7e4c1e8f27dbd50321e95e36a965985f
472,apix,apix,APIX,ethereum,0xf51ebf9a26dbc02b13f8b3a9110dac47a4d62d78
473,apm-coin,APM,apM Coin,ethereum,0xc8c424b91d8ce0137bab4b832b7f7d154156ba6c
474,apollo,apl,Apollo,,
475,apollon,xap,Apollon Network,,
476,apollon-limassol,APL,Apollon Limassol Fan Token,chiliz,0xad2b16869e9822943745d17e6bf49ff8ba46bdcb
477,apoyield,soul,APOyield,binance-smart-chain,0x67d012f731c23f0313cea1186d0121779c77fcfe
478,app-alliance-association,aaa,AAAchain,ethereum,0x6aba1623ea906d1164cbb007e764ebde2514a2ba
479,appcoins,appc,AppCoins,ethereum,0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db
480,appics,apx,Appics,,
481,apple-finance,aplp,Apple Finance,ethereum,0x69275ac5477f3a9dc051180bc559140bc647f8e9
482,apple-network,ank,Apple Network,ethereum,0x3c45b24359fb0e107a4eaa56bd0f2ce66c99a0e5
483,apple-protocol-token,aapl,Apple Protocol Token,ethereum,0xd059c8a4c7f53c4352d933b059349ba492294ac9
484,apr-coin,apr,APR Coin,,
485,april,april,April,binance-smart-chain,0xbfea674ce7d16e26e39e3c088810367a708ef94c
486,apron,apn,Apron,ethereum,0xd4342a57ecf2fe7ffa37c33cb8f63b1500e575e6
487,apwars,wgold,APWars,binance-smart-chain,0x7ab6eedd9443e0e98e5ea93667ca5b250b8dda51
488,apwine,apw,APWine,ethereum,"0x4104b135dbc9609fc1a9490e61369036497660c8, polygon-pos 0x6c0ab120dbd11ba701aff6748568311668f63fe0"
489,apy-finance,apy,APY.Finance,ethereum,0x95a4492f028aa1fd432ea71146b433e7b4446611
490,apyswap,apys,APYSwap,ethereum,0xf7413489c474ca4399eee604716c72879eea3615
491,apy-vision,vision,APY.vision,ethereum,"0xf406f7a9046793267bc276908778b29563323996, polygon-pos 0x034b2090b579228482520c589dbd397c53fc51cc"
492,aqt-token,aqt,AQT Token,,
493,aqua,aqua,Aqua,ethereum,0x7e32c8727cc19dd59a7a4d01b95ae1cbfc8f4c77
494,aquachain,aqua,Aquachain,,
495,aquagoat,aquagoat,AquaGoat,binance-smart-chain,0x07af67b392b7a202fad8e0fbc64c34f33102165b
496,aquari,aquari,Aquari,binance-smart-chain,0x6500197a2488610aca288fd8e2dfe88ec99e596c
497,aquariuscoin,arco,AquariusCoin,,
498,aquarius-fi,aqu,Aquarius.Fi,fantom,0x0f7adb77b6334b9b5a3c4f78aaa073ea1d915bf6
499,aquila-protocol,aux,Aquila Protocol,ethereum,0x423f3da166470030a86fa76280b2d688fce1f722
500,aragon,ant,Aragon,ethereum,0xa117000000f279d81a1d3cc75430faa017fa5a2e
501,aragon-china-token,anc,Aragon China,ethereum,0xbbe319b73744db9d54f5d29df7d8256b7e43995c
502,ara-token,ara,Ara Token,ethereum,0xa92e7c82b11d10716ab534051b271d2f6aef7df5
503,araw-token,araw,ARAW Token,ethereum,0x30680ac0a8a993088223925265fd7a76beb87e7f
504,arbidex,abx,Arbidex,ethereum,0x9a794dc1939f1d78fa48613b89b8f9d0a20da00e
505,arbiswap,aswap,Arbiswap,ethereum,0xad0887734461af8c6033068bde4047dbe84074cc
506,arbit,arb,ARbit Coin,,
507,arbitragect,arct,ArbitrageCT,ethereum,0x1245ef80f4d9e02ed9425375e8f649b9221b31d8
508,arcane-bear,bear,arcane bear,ethereum,0xaf162491c0b21900c01f4cc0f7110238aacdebe7
509,arcblock,abt,Arcblock,ethereum,0xb98d4c97425d9908e66e53a6fdf673acca0be986
510,arc-block-protocol,abp,Arc Block Protocol,binance-smart-chain,0x1afd7b4faf6940872f69e55237155c7b36fd5153
511,arc-governance,arcx,ARC Governance,ethereum,0x1321f1f1aa541a56c31682c57b80ecfccd9bb288
512,arc-governance-old,arcx,ARC Governance (Old),ethereum,0xed30dd7e50edf3581ad970efc5d9379ce2614adb
513,archer-dao-governance-token,arch,Archer DAO Governance Token,ethereum,0x1f3f9d3068568f8040775be2e8c03c103c61f3af
514,archetypal-network,actp,Archetypal Network,ethereum,0x7b2df125567815ac9b57da04b620f50bc93b320c
515,arcona,arcona,Arcona,ethereum,0x0f71b8de197a1c84d31de0f1fa7926c365f052b3
516,arcs,arx,ARCS,ethereum,0x7d8daff6d70cead12c6f077048552cf89130a2b1
517,arcticcoin,arc,Advanced Technology Coin,,
518,ardcoin,ardx,ArdCoin,ethereum,0xb8e2e2101ed11e9138803cd3e06e16dd19910647
519,ardor,ardr,Ardor,,
520,arepacoin,arepa,Arepacoin,,
521,ares-protocol,ares,Ares Protocol,ethereum,0x358aa737e033f34df7c54306960a38d09aabd523
522,argenpeso,argp,ArgenPeso,ethereum,0x29917c3b1c2b4779a7b61f08d98b3da0fcf3b6a4
523,argentum,arg,Argentum,,
524,argo,argo,ArGo Token,ethereum,"0x28cca76f6e8ec81e4550ecd761f899110b060e97, polygon-pos 0xd0252fb67606ed74d0cacd17b2eb38446e4466c9"
